BASIN,SUBBASIN,BASIN NAME,SUBBASIN NAME,SITE NO,SALTWATER INTRUSION,WL FREQUENCY,PERIOD (YEARS),WQ,WQ Frequency,TEL,FORMATION,LAT,LONG
422,4223,Balone - Condamine,Condamine River,42231259A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-26.9913,151.0161
422,4223,Balone - Condamine,Condamine River,42230122A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4363,151.3635
422,4223,Balone - Condamine,Condamine River,42230079A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.6205,151.2534
422,4223,Balone - Condamine,Condamine River,42231499A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.4004,151.5332
422,4223,Balone - Condamine,Condamine River,42230937A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.4974,151.5924
422,4223,Balone - Condamine,Condamine River,42230912A,No,4,1,,,,MYALL CREEK NORTH BRANCH ALLUVIUM,-27.0800,151.3735
422,4223,Balone - Condamine,Condamine River,42231660A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5287,151.9467
422,4225,Balone - Condamine,Wallam Creeks,12705A,No,1,3,Yes,,,HOORAY SANDSTONE,-28.7429,146.2390
422,4223,Balone - Condamine,Condamine River,42231711A,No,4,1,,,,,-27.8415,151.9660
422,4223,Balone - Condamine,Condamine River,42230969B,No,4,1,,,,MAIN RANGE VOLCANICS,-27.6543,151.8437
422,4223,Balone - Condamine,Condamine River,42230969A,No,2,1,,,,MAIN RANGE VOLCANICS,-27.6543,151.8437
422,4223,Balone - Condamine,Condamine River,42231310A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.4258,151.6405
422,4223,Balone - Condamine,Condamine River,42231310B,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.4258,151.6405
422,4223,Balone - Condamine,Condamine River,42230117A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4774,151.3000
422,4223,Balone - Condamine,Condamine River,42230003A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-28.1842,151.9713
422,4223,Balone - Condamine,Condamine River,42230061A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.6953,151.2666
422,4223,Balone - Condamine,Condamine River,42230831A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-28.3350,152.2745
422,4223,Balone - Condamine,Condamine River,42231454A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.8678,151.9582
422,4223,Balone - Condamine,Condamine River,42231503A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2879,151.1825
422,4225,Balone - Condamine,Wallam Creeks,13034A,No,1,3,Yes,,,HOORAY SANDSTONE,-28.2168,146.5941
422,4223,Balone - Condamine,Condamine River,42231710A,No,4,1,,,,,-27.9471,151.7073
422,4223,Balone - Condamine,Condamine River,42231730A,No,4,1,,,,,-28.1557,151.8485
422,4224,Balone - Condamine,Maranoa River,42240032A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-27.8035,148.5060
422,4223,Balone - Condamine,Condamine River,42231406A,No,2,1,,,Yes,OAKEY CREEK ALLUVIUM,-27.3646,151.8759
422,4223,Balone - Condamine,Condamine River,42230834A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-28.3620,152.2083
422,4223,Balone - Condamine,Condamine River,42231407A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8753,151.5968
422,4223,Balone - Condamine,Condamine River,42231430A,No,4,1,Yes,,,KINGS CREEK ALLUVIUM,-27.9260,151.8841
422,4223,Balone - Condamine,Condamine River,42231549A,No,4,1,,,,MAIN RANGE VOLCANICS,-26.9811,151.2558
422,4223,Balone - Condamine,Condamine River,42231066A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-28.2719,152.0871
422,4223,Balone - Condamine,Condamine River,42231316A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2776,151.3429
422,4223,Balone - Condamine,Condamine River,42231316B,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2776,151.3429
422,4223,Balone - Condamine,Condamine River,42231370A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.4907,151.3936
422,4223,Balone - Condamine,Condamine River,42230064A,No,0,0,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.6782,151.3311
422,4225,Balone - Condamine,Wallam Creeks,11418A,No,1,3,Yes,,,HOORAY SANDSTONE,-27.7541,146.6468
422,4223,Balone - Condamine,Condamine River,13710A,No,1,3,Yes,,,MOOGA SANDSTONE,-27.2283,150.1302
422,4222,Balone - Condamine,Balonne River,42220125A,No,2,1,Yes,,Yes,KUMBARILLA BEDS,-26.5792,150.0900
422,4222,Balone - Condamine,Balonne River,42220061A,No,2,1,,,Yes,MOOGA SANDSTONE,-26.4094,148.6549
422,4223,Balone - Condamine,Condamine River,42230150A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2848,151.1583
422,4223,Balone - Condamine,Condamine River,42231379A,No,4,1,,,,WALLOON COAL MEASURES,-27.7618,151.4340
422,4223,Balone - Condamine,Condamine River,42231447A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5160,151.6061
422,4224,Balone - Condamine,Maranoa River,42240029A,No,2,1,Yes,,,BALONNE RIVER ALLUVIUM,-27.8517,148.4922
422,4223,Balone - Condamine,Condamine River,42231717A,No,4,1,,,,FARM CREEK ALLUVIUM,-28.2886,152.2603
422,4223,Balone - Condamine,Condamine River,42231718A,No,4,1,,,,DALRYMPLE CREEK ALLUVIUM,-28.0070,151.8059
422,4222,Balone - Condamine,Balonne River,123281A,No,2,1,,,Yes,HUTTON SANDSTONE,-26.0641,148.6018
422,4223,Balone - Condamine,Condamine River,42230019A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.8548,151.5603
422,4223,Balone - Condamine,Condamine River,42231397A,No,4,1,Yes,,,OAKEY CREEK ALLUVIUM,-27.4160,151.6421
422,4223,Balone - Condamine,Condamine River,42231564A,No,4,1,,,,,-28.1750,151.8039
422,4223,Balone - Condamine,Condamine River,42231462A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5954,151.3740
422,4222,Balone - Condamine,Balonne River,42220067A,No,0,0,Yes,,,BALONNE RIVER ALLUVIUM,-27.9969,148.3704
422,4223,Balone - Condamine,Condamine River,42231295A,No,4,1,,,,WALLOON COAL MEASURES,-27.3978,151.5612
422,4223,Balone - Condamine,Condamine River,42231315C,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2774,151.3430
422,4223,Balone - Condamine,Condamine River,42231315A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.2774,151.3430
422,4223,Balone - Condamine,Condamine River,42231378A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.7567,151.4616
422,4223,Balone - Condamine,Condamine River,42231378B,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.7567,151.4616
422,4223,Balone - Condamine,Condamine River,42230934A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.4251,151.6050
422,4223,Balone - Condamine,Condamine River,42230164B,No,4,1,,,,NORTH MYALL CREEK ALLUVIUM,-27.1348,151.3693
422,4223,Balone - Condamine,Condamine River,42230164A,No,4,1,,,,NORTH MYALL CREEK ALLUVIUM,-27.1348,151.3693
422,4223,Balone - Condamine,Condamine River,42231383A,No,4,1,,,,,-27.4176,151.7333
422,4223,Balone - Condamine,Condamine River,42231651A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5860,151.9805
422,4223,Balone - Condamine,Condamine River,42231396A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.4328,151.6406
422,4223,Balone - Condamine,Condamine River,42230973B,No,0,0,Yes,,,MAIN RANGE VOLCANICS,-27.6891,151.8138
422,4223,Balone - Condamine,Condamine River,42230973A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.6891,151.8138
422,4222,Balone - Condamine,Balonne River,42220066A,No,0,0,Yes,,,BALONNE RIVER ALLUVIUM,-27.9969,148.3704
422,4223,Balone - Condamine,Condamine River,42230119A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.4227,151.2176
422,4223,Balone - Condamine,Condamine River,42231597A,No,2,1,Yes,,,MAIN RANGE VOLCANICS,-27.7308,151.7633
422,4223,Balone - Condamine,Condamine River,42230155A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2719,151.1054
422,4223,Balone - Condamine,Condamine River,42230752A,No,4,1,Yes,,,,-27.9517,151.9924
422,4223,Balone - Condamine,Condamine River,42230776A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.9125,151.9797
422,4223,Balone - Condamine,Condamine River,42231431A,No,4,1,,,,KINGS CREEK ALLUVIUM,-27.9276,151.8630
422,4223,Balone - Condamine,Condamine River,42231444A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8172,151.4699
422,4223,Balone - Condamine,Condamine River,42231679A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.9441,151.7154
422,4223,Balone - Condamine,Condamine River,42230968B,No,4,1,,,,MAIN RANGE VOLCANICS,-27.6567,151.8026
422,4223,Balone - Condamine,Condamine River,42231076A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1235,151.1870
422,4223,Balone - Condamine,Condamine River,42231320A,No,4,1,Yes,,,WALLOON COAL MEASURES,-28.0530,151.8746
422,4223,Balone - Condamine,Condamine River,42231337A,No,4,1,Yes,,,GLENGALLAN CREEK ALLUVIUM,-28.0583,152.2179
422,4223,Balone - Condamine,Condamine River,42231495A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.3914,151.3091
422,4225,Balone - Condamine,Wallam Creeks,12786A,No,1,3,Yes,,,HOORAY SANDSTONE,-27.8585,147.5785
422,4223,Balone - Condamine,Condamine River,42231743A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.6160,151.7806
422,4225,Balone - Condamine,Wallam Creeks,42250003A,No,1,3,,,,BALONNE RIVER ALLUVIUM,-27.6541,148.0102
422,4224,Balone - Condamine,Maranoa River,42240050A,No,4,1,,,,,-26.2623,147.9457
422,4223,Balone - Condamine,Condamine River,42230018A,No,2,1,Yes,,Yes,CONDAMINE RIVER ALLUVIUM,-27.8721,151.5298
422,4223,Balone - Condamine,Condamine River,42230148B,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.3289,151.2581
422,4223,Balone - Condamine,Condamine River,42230148A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.3289,151.2581
422,4223,Balone - Condamine,Condamine River,42230953B,No,4,1,,,,MAIN RANGE VOLCANICS,-27.4766,151.7503
422,4223,Balone - Condamine,Condamine River,42230953A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.4766,151.7503
422,4223,Balone - Condamine,Condamine River,42230965A,No,4,1,Yes,,,TOOWOOMBA VOLCANICS,-27.6090,151.8565
422,4223,Balone - Condamine,Condamine River,42230965B,No,4,1,Yes,,,TOOWOOMBA VOLCANICS,-27.6090,151.8565
422,4222,Balone - Condamine,Balonne River,14712A,No,1,3,Yes,,,GUBBERAMUNDA SANDSTONE,-28.0692,148.7594
422,4223,Balone - Condamine,Condamine River,42231422A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-28.1317,151.8228
422,4222,Balone - Condamine,Balonne River,42220065A,No,2,1,Yes,,Yes,BALONNE RIVER ALLUVIUM,-27.9968,148.3704
422,4223,Balone - Condamine,Condamine River,42230158A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2121,151.1894
422,4223,Balone - Condamine,Condamine River,42230169A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1197,151.0824
422,4223,Balone - Condamine,Condamine River,42231400A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.3971,151.6803
422,4223,Balone - Condamine,Condamine River,42231533A,No,4,1,,,,MAIN RANGE VOLCANICS,-26.9811,151.4245
422,4223,Balone - Condamine,Condamine River,42231693A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1442,151.0529
422,4223,Balone - Condamine,Condamine River,42231349A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1808,151.1544
422,4223,Balone - Condamine,Condamine River,42231280A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.3828,151.1912
422,4222,Balone - Condamine,Balonne River,42220089A,No,0,0,Yes,,,,-28.4533,148.0425
422,4225,Balone - Condamine,Wallam Creeks,16306A,No,1,3,Yes,,,CADNA-OWIE FORMATION,-27.3124,146.1995
422,4223,Balone - Condamine,Condamine River,42231563A,No,2,1,,,,MARBURG SUBGROUP,-26.7952,151.1207
422,4223,Balone - Condamine,Condamine River,42231647A,No,2,1,Yes,,Yes,CONDAMINE RIVER ALLUVIUM,-26.8961,151.0872
422,4223,Balone - Condamine,Condamine River,42230203A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-26.8990,150.9794
422,4223,Balone - Condamine,Condamine River,42231404A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.4576,151.7066
422,4223,Balone - Condamine,Condamine River,42231683A,No,0,0,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.3513,151.1825
422,4223,Balone - Condamine,Condamine River,119493A,No,2,1,,,Yes,HUTTON SANDSTONE,-26.7452,150.6036
422,4223,Balone - Condamine,Condamine River,42230832A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-28.3319,152.2709
422,4223,Balone - Condamine,Condamine River,42231592A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.7712,151.9037
422,4223,Balone - Condamine,Condamine River,42231368A,No,4,1,Yes,,,,-27.3914,151.4100
422,4223,Balone - Condamine,Condamine River,42231465A,No,0,0,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.5564,151.3681
422,4223,Balone - Condamine,Condamine River,94461A,No,0,0,Yes,,,,-27.0952,150.8981
422,4222,Balone - Condamine,Balonne River,123318A,No,2,1,,,Yes,GUBBERAMUNDA SANDSTONE,-26.5829,149.1825
422,4222,Balone - Condamine,Balonne River,48922A,No,0,0,Yes,,,,-26.3253,148.8875
422,4223,Balone - Condamine,Condamine River,172538A,No,2,1,,,Yes,HUTTON SANDSTONE,-26.8515,150.6469
422,4223,Balone - Condamine,Condamine River,42231603A,No,2,1,,,Yes,MAIN RANGE VOLCANICS,-27.2765,151.6329
422,4223,Balone - Condamine,Condamine River,42230096A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5420,151.2613
422,4223,Balone - Condamine,Condamine River,42230964A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.6081,151.8317
422,4223,Balone - Condamine,Condamine River,42230964B,No,4,1,,,,MAIN RANGE VOLCANICS,-27.6081,151.8317
422,4223,Balone - Condamine,Condamine River,42230971A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.6653,151.9315
422,4223,Balone - Condamine,Condamine River,42231657A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5339,151.9284
422,4223,Balone - Condamine,Condamine River,42231469A,No,4,1,,,,GLENGALLAN CREEK ALLUVIUM,-28.1261,151.9530
422,4223,Balone - Condamine,Condamine River,42231491A,No,4,1,,,,,-27.3983,151.5021
422,4222,Balone - Condamine,Balonne River,49008A,No,1,3,Yes,,,BUNGIL FORMATION,-27.2882,148.7250
422,4224,Balone - Condamine,Maranoa River,42240059A,No,2,1,,,,,-26.3542,147.9175
422,4223,Balone - Condamine,Condamine River,42230696A,No,4,1,,,,DALRYMPLE CREEK ALLUVIUM,-28.0362,152.0336
422,4223,Balone - Condamine,Condamine River,42231648A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-26.9348,151.0369
422,4223,Balone - Condamine,Condamine River,42231367A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.3624,151.4240
422,4222,Balone - Condamine,Balonne River,42220096A,No,0,0,Yes,,,BALONNE RIVER ALLUVIUM,-27.4719,148.7032
422,4222,Balone - Condamine,Balonne River,42220127A,No,2,1,,,Yes,GUBBERAMUNDA SANDSTONE,-26.5003,150.1045
422,4223,Balone - Condamine,Condamine River,42231428A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.8438,151.9806
422,4223,Balone - Condamine,Condamine River,16687A,No,1,3,Yes,,,,-27.0495,149.7047
422,4225,Balone - Condamine,Wallam Creeks,11315A,No,2,1,,,,DONCASTER MEMBER,-27.1324,146.9767
422,4224,Balone - Condamine,Maranoa River,42240042A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-27.3784,148.0946
422,4223,Balone - Condamine,Condamine River,42230156A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.2368,151.1476
422,4223,Balone - Condamine,Condamine River,42230156B,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.2368,151.1476
422,4223,Balone - Condamine,Condamine River,42230880A,No,4,1,,,,MYALL CREEK ALLUVIUM,-27.1625,151.6269
422,4223,Balone - Condamine,Condamine River,42231673A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-28.2360,152.0869
422,4223,Balone - Condamine,Condamine River,42231708A,No,4,1,,,,KINGS CREEK ALLUVIUM,-27.9429,151.8092
422,4223,Balone - Condamine,Condamine River,42231103A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.8508,151.9419
422,4223,Balone - Condamine,Condamine River,42231306A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.4204,151.7813
422,4223,Balone - Condamine,Condamine River,42230113A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5159,151.3283
422,4223,Balone - Condamine,Condamine River,42231656A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5339,151.9283
422,4225,Balone - Condamine,Wallam Creeks,14869A,No,1,3,Yes,,,BUNGIL FORMATION,-27.9729,147.0918
422,4223,Balone - Condamine,Condamine River,42231405A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.3902,151.8283
422,4223,Balone - Condamine,Condamine River,42231333A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-28.2134,152.0432
422,4223,Balone - Condamine,Condamine River,42230187A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.0108,151.1120
422,4223,Balone - Condamine,Condamine River,42230874A,No,4,1,,,,FREESTONE CREEK ALLUVIUM,-28.1315,152.1534
422,4223,Balone - Condamine,Condamine River,42231409A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8346,151.4493
422,4223,Balone - Condamine,Condamine River,42231450A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.0376,151.3264
422,4223,Balone - Condamine,Condamine River,42231490A,No,4,1,,,,MARBURG SUBGROUP,-28.1932,152.0292
422,4223,Balone - Condamine,Condamine River,42231594A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.5339,151.6493
422,4223,Balone - Condamine,Condamine River,42230972B,No,4,1,,,,MAIN RANGE VOLCANICS,-27.6965,151.7776
422,4223,Balone - Condamine,Condamine River,42230972A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.6965,151.7776
422,4223,Balone - Condamine,Condamine River,147900A,No,2,1,,,Yes,WALLOON COAL MEASURES,-27.1933,151.3279
422,4223,Balone - Condamine,Condamine River,42231089A,No,2,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8090,151.3635
422,4223,Balone - Condamine,Condamine River,42231544A,No,2,1,,,,MARBURG SUBGROUP,-26.5924,151.2853
422,4223,Balone - Condamine,Condamine River,42231695A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.1097,151.0282
422,4223,Balone - Condamine,Condamine River,42231324A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-28.1546,151.8765
422,4223,Balone - Condamine,Condamine River,42231661A,No,4,1,,,,,-27.5990,151.9300
422,4225,Balone - Condamine,Wallam Creeks,11406A,No,1,3,Yes,,,HOORAY SANDSTONE,-28.6677,146.8529
422,4223,Balone - Condamine,Condamine River,42231070A,No,4,1,,,,,-28.2902,152.1709
422,4223,Balone - Condamine,Condamine River,42231054A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.7531,151.3492
422,4223,Balone - Condamine,Condamine River,42231065A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-28.3366,152.1285
422,4223,Balone - Condamine,Condamine River,42231230A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.4057,151.6582
422,4223,Balone - Condamine,Condamine River,42231336A,No,4,1,,,,MILLARVALE CREEK ALLUVIUM,-28.0693,152.2311
422,4223,Balone - Condamine,Condamine River,42231463A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.5492,151.3143
422,4223,Balone - Condamine,Condamine River,42231681A,No,0,0,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4012,151.1925
422,4225,Balone - Condamine,Wallam Creeks,14601A,No,1,3,Yes,,,HOORAY SANDSTONE,-27.9740,146.1351
422,4222,Balone - Condamine,Balonne River,58975A,No,2,1,Yes,,Yes,MOOGA SANDSTONE,-26.8994,149.7503
422,4223,Balone - Condamine,Condamine River,42230054A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.7584,151.3303
422,4223,Balone - Condamine,Condamine River,42231455A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.8512,151.9417
422,4223,Balone - Condamine,Condamine River,42231696A,No,4,1,Yes,,,CATTLE CREEK ALLUVIUM,-27.0025,151.3005
422,4224,Balone - Condamine,Maranoa River,42240034A,No,2,1,Yes,,,BALONNE RIVER ALLUVIUM,-27.7627,148.4668
422,4223,Balone - Condamine,Condamine River,42230701A,No,4,1,Yes,,,DALRYMPLE CREEK ALLUVIUM,-28.0286,152.1664
422,4223,Balone - Condamine,Condamine River,147979A,No,2,1,,,Yes,KUMBARILLA BEDS,-27.1739,150.7253
422,4223,Balone - Condamine,Condamine River,42230936A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.4663,151.5978
422,4223,Balone - Condamine,Condamine River,42230902A,No,4,1,,,,MYALL CREEK NORTH BRANCH ALLUVIUM,-27.0146,151.5035
422,4223,Balone - Condamine,Condamine River,42231668A,No,2,1,Yes,,,MAIN RANGE VOLCANICS,-27.5446,151.8197
422,4222,Balone - Condamine,Balonne River,58729A,No,2,1,,,Yes,HUTTON SANDSTONE,-26.3364,148.9066
422,4223,Balone - Condamine,Condamine River,42230981A,No,2,1,,,,MAIN RANGE VOLCANICS,-27.4427,151.6025
422,4223,Balone - Condamine,Condamine River,42231655A,No,2,1,,,,MAIN RANGE VOLCANICS,-27.5660,151.9453
422,4223,Balone - Condamine,Condamine River,42230022A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8346,151.5736
422,4223,Balone - Condamine,Condamine River,42231670A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.5009,151.8045
422,4223,Balone - Condamine,Condamine River,42231169A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.8525,151.3973
422,4223,Balone - Condamine,Condamine River,42230974B,No,2,1,,,Yes,MAIN RANGE VOLCANICS,-27.7049,151.8599
422,4223,Balone - Condamine,Condamine River,42230974A,No,2,1,,,Yes,MAIN RANGE VOLCANICS,-27.7049,151.8599
422,4223,Balone - Condamine,Condamine River,42230645A,No,2,1,Yes,,Yes,CONDAMINE RIVER ALLUVIUM,-28.0007,151.7643
422,4223,Balone - Condamine,Condamine River,42231399A,No,2,1,,,Yes,OAKEY CREEK ALLUVIUM,-27.4123,151.6774
422,4223,Balone - Condamine,Condamine River,42230900B,No,4,1,,,,MARBURG SUBGROUP,-26.9896,151.5605
422,4223,Balone - Condamine,Condamine River,42230900A,No,4,1,,,,MARBURG SUBGROUP,-26.9896,151.5605
422,4223,Balone - Condamine,Condamine River,42231703A,No,4,1,,,,MAIN RANGE VOLCANICS,-26.8965,151.4751
422,4223,Balone - Condamine,Condamine River,42230957A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5525,151.7455
422,4223,Balone - Condamine,Condamine River,42231052A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.7101,151.3296
422,4223,Balone - Condamine,Condamine River,42231684A,No,4,1,Yes,,,TERTIARY - UNDEFINED,-27.3366,151.1851
422,4222,Balone - Condamine,Balonne River,42220070A,No,0,0,Yes,,,BALONNE RIVER ALLUVIUM,-27.8881,148.3875
422,4223,Balone - Condamine,Condamine River,42231650A,No,4,1,,,,,-27.5848,151.9593
422,4223,Balone - Condamine,Condamine River,42230110A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5105,151.2141
422,4222,Balone - Condamine,Balonne River,13820A,No,1,3,Yes,,,GUBBERAMUNDA SANDSTONE,-28.7761,148.5135
422,4223,Balone - Condamine,Condamine River,42230001A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-28.1960,151.9690
422,4223,Balone - Condamine,Condamine River,42231417A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.8014,151.4944
422,4223,Balone - Condamine,Condamine River,42230935A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.4427,151.6025
422,4223,Balone - Condamine,Condamine River,42231458A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5058,151.3581
422,4222,Balone - Condamine,Balonne River,123518A,No,2,1,,,Yes,,-26.4327,149.5749
422,4223,Balone - Condamine,Condamine River,42231423A,No,4,1,Yes,,,,-28.0897,151.7927
422,4223,Balone - Condamine,Condamine River,42231053A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.7088,151.3315
422,4223,Balone - Condamine,Condamine River,42231128A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.6454,151.3217
422,4223,Balone - Condamine,Condamine River,42231560A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-26.7720,150.9459
422,4223,Balone - Condamine,Condamine River,42231507A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5200,151.4305
422,4223,Balone - Condamine,Condamine River,42231723A,No,4,1,,,,SWAN CREEK ALLUVIUM,-28.2140,152.1019
422,4223,Balone - Condamine,Condamine River,42231654A,No,2,1,,,,TOOWOOMBA VOLCANICS,-27.5520,151.9726
422,4222,Balone - Condamine,Balonne River,42220101A,No,2,1,Yes,,Yes,MOOGA SANDSTONE,-26.3384,149.5035
422,4223,Balone - Condamine,Condamine River,42230773A,No,4,1,,,,,-27.8428,152.0646
422,4223,Balone - Condamine,Condamine River,42230773B,No,4,1,,,,,-27.8428,152.0646
422,4223,Balone - Condamine,Condamine River,42230295A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.7393,151.4154
422,4223,Balone - Condamine,Condamine River,42231401A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.4306,151.6792
422,4223,Balone - Condamine,Condamine River,42231244A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.9156,151.6248
